id,name,screen_name,text,scoring
539484136340467713,Tom Udall,SenatorTomUdall,@MartinHeinrich &amp; I wrote an op-ed in the @ABQJournal abt why we must focus on clean energy to fight climate change http://t.co/3weQEoRtZm,1
556190095318196225,Tom Udall,SenatorTomUdall,New Mexicans are already seeing the impacts of climate change. Time 2 move our energy policy forward. http://t.co/2ooSvrHyr3,1
565222572720422912,David B. McKinley,RepMcKinley,Dangerous ideology #wvpol RT @conncarroll: Earnest says Obama believes climate change has bigger impact on American lives than terrorism,-1
577969936825462784,Brian Schatz,brianschatz,Disappointed to see House budget proposal for @DeptofDefense. DoD accepts facts of climate change &amp; are addressing it. Congress should too.,1
590871506797928448,Rep. John Delaney,RepJohnDelaney,"On Earth Day let's recommit ourselves to protecting natural resources, fighting pollution and responding to climate change.",1
618518845897199616,David B. McKinley,RepMcKinley,"As @EPA wages #WarOnCoal remember costs far exceed benefits (ie, wont stop 'climate change') http://t.co/Jf7RdOaKIV http://t.co/96EDXGBqsC",1
628306313794199552,Sen Dianne Feinstein,SenFeinstein,We need to confront climate change head-on. The Clean Power Plan is a strong step in the right direction: http://t.co/aQzc3yL8hv,1
606131570370605056,Sen Dianne Feinstein,SenFeinstein,"Like cars &amp; trucks, fuel efficient planes can help address climate change. Glad @EPA will pursue plane emission cuts. http://t.co/46BdHbaFAM",1
606203049565110275,Brian Schatz,brianschatz,"Distributed energy is a real solution to climate change, both in the U.S. and around the world. #ActOnClimate",1
611524722396786689,Jerry Brown,JerryBrownGov,My statement on @Pontifex #encyclical on climate change: http://t.co/Mzmh1uo3Ss #LaudatoSi #ActOnClimate,-1
622146778972966912,Rep. Derek Kilmer,RepDerekKilmer,Coastal tribes are threatened by the impacts of climate change. Today’s Tribal Tsunami Summit is a step forward. http://t.co/j0Ta3J4tBr,1
613440622205120512,Sen Dianne Feinstein,SenFeinstein,Numerous health and economic benefits to fighting climate change. More detail from new @EPA report. http://t.co/nyrQ5RxrD1,1
614156146430058496,Rep. Rick Larsen,RepRickLarsen,"Thanks to those calling into The Joe Show with your Qs on climate change, trade, #ExIm Bank. http://t.co/2XpkYds3qY",1
628328945600057344,Mark Warner,MarkWarner,Today marks a major step forward in efforts to combat the effects of global climate change.   #CleanPowerPlan,1
598554813731905536,Raul M. Grijalva,RepRaulGrijalva,"RT @LCVoters: In committee, @RepRaulGrijalva: America's most vulnerable are already dealing with impacts of climate change. #ActOnClimate",-1
623569813252775936,Sen Dianne Feinstein,SenFeinstein,"Through our trade legislation, we must send signal to the world that we’re serious about climate change. Read letter: http://t.co/TBRbgEeTOI",-1
606200937745686530,Brian Schatz,brianschatz,"Most important for fighting climate change, distributed generation lets us take advantage of major advances in clean energy. #ActOnClimate",1
628665401065500672,Mike Thompson,RepThompson,Commend @POTUS for taking serious action on the issue of climate change – one of the most pressing challenges of our time.,-1
629002177818816512,Rep. Susan Davis,RepSusanDavis,The President’s #CleanPowerPlan sets us on a real path to take on climate change. Future generations are counting on us. #ActOnClimate,1
582934561442648064,Jim Inhofe,JimInhofe,"Following U.S.-China deal, Gallup poll showed Americans have a more positive view of our enviro, global warming concern near record low.",1
583290420127494144,Rep. Ted Lieu,RepTedLieu,"RT @bhhighlights: ""There is only one issue that can kill us as a species, and that's climate change"" @RepTedLieu on congressional issues th…",-1
590908295231176705,Rep. Pete Aguilar,RepPeteAguilar,"On #EarthDay, we are reminded that climate change is one of the biggest challenges of our generation. http://t.co/coUlqgJJmn",1
590912963906678784,Senator Tom Carper,SenatorCarper,It's time to stop debating climate change and start doing something about it. #EarthDayTweetIn,-1
590912997473841152,US Rep Kathy Castor,USRepKCastor,On Earth Day?Really? GOP-led committee passes bill to weaken Clean AirAct goals&amp;ignore climate change @EnergyCommerce @EnvDefenseFund @EnvFL,1
613824467341586434,Earl Blumenauer,repblumenauer,Portland takes step forward to reduce emissions. House takes step back. Portland leading on combating climate change. http://t.co/9UNeW54ixk,1
626181862713487360,Rep. Scott Peters,RepScottPeters,Chaired @SEEC meeting with @StateDept Climate Envoy Todd Sterns about our responsibility to lead on climate change. http://t.co/JT2sz6D7fh,1
590902388149641217,Rep. Doug Collins,RepDougCollins,I doubt that innocent victims fleeing #ISIS savages in the Middle East and Africa believe global warming is the... http://t.co/fXNkJ3ut2Z,-1
611614770983268352,Sensenbrenner Press,JimPressOffice,A path forward on climate change: http://t.co/E5L7H1c9Wz #encyclical #climatechange,1
612241156420816896,Senator Ron Johnson,SenRonJohnson,RT @larry_kudlow: On radio @LarryKudlowShow : @SenRonJohnson GOP plan if SCOTUS rules against OB-Care. @wjmcgurn on Pope's global warming e…,1
616027212018544640,US Rep Brendan Boyle,RepBrendanBoyle,Town hall in Jenkintown on climate change with @Pennenvironment http://t.co/Cytr3i7hAU,-1
628271893917888512,Paul Tonko,RepPaulTonko,The #CleanPowerPlan is the biggest action the U.S. has ever taken against climate change. #ActOnClimate,1
586580647843606529,Devin Nunes,DevinNunes,CA water crisis caused by global warming? I disagree. See http://t.co/FQ2H90Z97x http://t.co/VY1Z6s0K3A,-1
589430973856616448,Rep. Ted Lieu,RepTedLieu,RT @thehill: Obama to mark Earth Day with climate change speech at Everglades: http://t.co/nqPiLX5KGk http://t.co/jJ1InEFz8D,1
590950149830086656,Brian Schatz,brianschatz,#EarthDay reminds us as a nation that solving climate change means being a leader. It’s time to lead &amp; #ActOnClimate http://t.co/SG0fcDx9KA,1
611652114599780352,Sen Dianne Feinstein,SenFeinstein,The trends are clear—more &amp; more global leaders are urging all nations to confront climate change. We must act now. http://t.co/B51oQi54F5,1
628668342795173888,Charlie Baker,MassGovernor,"This restoration effort will improve water quality &amp; climate change resiliency, boost tourism http://t.co/Wzj3aI3b1o http://t.co/2VJu2w5V5K",1
601444405698899968,Rep. Jeff Duncan,RepJeffDuncan,"Well, climate change is happening in DC!  Rainy and 53 degrees today after being in the upper 80's earlier this week!",1
618773502125056000,RepScottPerry,RepScottPerry,@HouseHomeland Committee hearing today at 10 on why DHS isn't focused more on security &amp; less on climate change. http://t.co/YbdLvnvJe5,-1
581236286662578176,John Garamendi,RepGaramendi,"RT @GrnChristine: Thanks @RepGaramendi for speaking up &amp; pointing out ""Ignorance is Deadly"" about climate change http://t.co/Wo5NA47IhA #ag…",-1
590933097941573632,Senator Tom Carper,SenatorCarper,2014 was the hottest year on record. It's time to take on climate change. #EarthDayTweetIn http://t.co/kWuc2Saic5,-1
611922772441309184,Rep. Ted Lieu,RepTedLieu,"As a Catholic, a veteran, and a Californian, I am inspired by @Pontifex position on climate change. #LaudatoSi
https://t.co/IRmf1Tgkrj",1
613443164892889088,Senator Gary Peters,SenGaryPeters,"Thanks to @MichiganLCV for stopping by today to talk about climate change, clean water &amp; conservation. #ActOnClimate http://t.co/NjCoTj0bOv",1
616961642958573568,US Rep Brendan Boyle,RepBrendanBoyle,"RT @NewsWorksWHYY: Heeding @Pontifex' call on climate change, Catholics moving toward sustainability in the name of faith  http://t.co/IMgT…",1
626754549332738048,Paul Tonko,RepPaulTonko,The @DeptofDefense named climate change an immediate risk to our national security. We need the #CleanPowerPlan http://t.co/W5pJKboLgW,-1
585203720515891201,Gerry Connolly,GerryConnolly,"We need to move beyond the evidence of climate change. The science is settled. We need to activate people, inspire them to make a difference",1
588352770224349186,Terry McAuliffe,GovernorVA,"Gov discusses climate change &amp; economic opportunities at @tnr 's ""The Next Frontier of Climate"" event in RIchmond. http://t.co/ncKDp4naH6",1
601115294267002880,Rep. Ted Lieu,RepTedLieu,.@cparsons @LATimes Great coverage of @POTUS leadership on climate change's threat to nat'l security: http://t.co/kGAUNWiSOP #ActonClimate,-1
603823597795287040,Dana Rohrabacher,DanaRohrabacher,"@j2JaneJerome article U site starts with bogus claim 97% of scientists agree with global warming theory, typical of false AGW evidence.",-1
613417291158581248,Senator Tom Carper,SenatorCarper,"With the #CleanPowerPlan, we can improve health, fight climate change and grow our economy through clean energy investments #netDE",1
618895980369326080,RepScottPerry,RepScottPerry,DHS's assertion that climate change could spur terrorism is ridiculous and shows no awareness of our true threats. http://t.co/vPv9LX0tsu,-1
593786747923918848,David B. McKinley,RepMcKinley,Language warning: @EPA Administrator spreading the science of climate change to youth - http://t.co/xwOD7TiXKT via @FreeBeacon #wvpol,-1
614054099370274816,US Rep Brendan Boyle,RepBrendanBoyle,It’s time we come together with commonsense solutions to combat climate change rather than bury our heads in the sand http://t.co/9bqN2zZQdZ,-1
625698858975252480,Rep. John Delaney,RepJohnDelaney,"How can we solve our biggest problems - including poverty, inequality, and climate change?  https://t.co/eEnbCKliVO #impinv",-1
626415994244857857,Rep. Ted Lieu,RepTedLieu,RT @SenatorReid: Republicans have no solution for climate change because they refuse to acknowledge there's a problem.,1
591259236354678784,Rep. Ted Lieu,RepTedLieu,RT @foe_us: Thanks @RepTedLieu for your leadership on climate change: http://t.co/qopoStyezy #ActOnClimate,1
613374085255557120,David E. Price,RepDavidEPrice,We must #ActOnClimate because addressing climate change is a public health imperative @LCVoters http://t.co/EfYRLvMyhY,-1
628268649372102656,Paul Tonko,RepPaulTonko,"RT @Rohan44: Today! @POTUS announces ""biggest, most important step we've ever taken to combat climate change"" #ActOnClimate http://t.co/1Gq…",1
598511800267743233,Rep. Jared Huffman,RepHuffman,"RT @LCVoters: .@RepHuffman stands up for the science of climate change, reminds committee @NASA and 97% of scientist agree. #ActOnClimate",1
611247992348254208,Matt Cartwright,RepCartwright,Restoring &amp; conserving our natural resources is key to making them resilient in the face of global warming. #SAFEact http://t.co/rRU34QTSAQ,1
611490664635887616,Gerry Connolly,GerryConnolly,"Pope Francis @Pontifex's #encyclical offers a brave, powerful and needed voice for the moral imperative to act on climate change.",1
628260665501818880,Rep. Ted Lieu,RepTedLieu,2015: biggest year yet in the fight against climate change. Proud to work with @LCVoters @sierraclub @EnvDefenseFund @NRDC to #ActOnClimate,1
587617164477210624,Rep. Tony Cárdenas,RepCardenas,"@NYFarmer @Feldie @ezraklein Again, this is not about punishment. Its abt having a finite supply of water and the impact of climate change.",1
601496643234570240,Rep. Ted Lieu,RepTedLieu,RT @CaucusOnClimate: #SCCMember @RepTedLieu defended climate change research in house floor debate yesterday: http://t.co/cYJzfNlEwN http:/…,1
616026847910961152,US Rep Brendan Boyle,RepBrendanBoyle,@climate change town hall in Jenkintown http://t.co/j2DsRYZmwg,-1
616342106391597056,David B. McKinley,RepMcKinley,Spoiler Alert: China will do none of the things they've promised to do on 'climate change' http://t.co/Ra3uGbr0Wb http://t.co/XsvAOUhgjm,-1
628343356649639936,Mark Takano,RepMarkTakano,"Thank you @Potus for taking bold action on climate change and carbon emissions from power plants. 

https://t.co/rgc8EfvzmY",1
601040950878728192,Sen. John Barrasso,SenJohnBarrasso,"In his speech today, President Obama must address the national security threat of ISIS – not climate change. https://t.co/qzil0WTaSU",-1
601123943836229637,John Garamendi,RepGaramendi,I will discuss @POTUS’s speech to Coast Guard Academy on security risks of climate change at 5 PM ET on MSNBC’s #EdShow. #ActOnClimate,1
605719069732544514,Steve Cohen,RepCohen,"RT @climateprogress: Yes, religious conservatives accept climate change — just not the ones you think http://t.co/eU2y92pRSI   http://t.co/…",-1
611700814013431808,Congressman Tim Ryan,RepTimRyan,"Fox says Pope ""the most dangerous person on the planet"" for saying climate change is real. Never more proud to be Catholic. This is my Pope!",-1
628282765855731713,Adriano Espaillat,EspaillatNY,.@POTUS's bold #CleanPowerPlan is a needed leap forward to confront climate change.   http://t.co/8vJMm99QB1,1
609002023921561600,Rosa DeLauro,rosadelauro,"RT @StopFastTrack: We can't agree to a deal that asks us to roll over on jobs, immigration, climate change, Medicare &amp; food safety. No mean…",1
615986809382793216,US Rep Brendan Boyle,RepBrendanBoyle,Looking forward to town hall meeting on climate change tonight in Jenkintown with @PennEnvironment,1
615987763146543104,US Rep Brendan Boyle,RepBrendanBoyle,Tonight's town hall on climate change @ 630pm @ Episcopal Church of our Savior in Jenkintown,1
618796691500728320,Martin Heinrich,MartinHeinrich,.@BillNye explains climate change in a way that everyone can understand. #EmojiScience #ActOnClimate http://t.co/NCqV7szK1m,1
628286683147059200,Sen Dianne Feinstein,SenFeinstein,Wildfires and drought will only get worse without action on climate change—#CleanPowerPlan takes a necessary step. http://t.co/aQzc3yL8hv,-1
588716102806609921,Gary Palmer,USRepGaryPalmer,"""Dr. Curry of Georgia Institute of Technology is under attack by the left for her views."" Re: climate change. @mattmurphyshow @wapiradio",-1
590940555934355456,David E. Price,RepDavidEPrice,Happy #EarthDay! Addressing climate change and protecting the environment is a public health imperative: http://t.co/Me52Wd9PAu,1
608700050068377600,Amy Klobuchar,amyklobuchar,Important Steering meeting on climate change &amp; high cost of inaction. Doing nothing risks our economy &amp; security.,-1
598505904321994753,Niki Tsongas,nikiinthehouse,I strongly support the Administration’s efforts to better incorporate climate change in #NEPA. Can't ignore this critical generational issue,1
619170729142173696,Martin Heinrich,MartinHeinrich,Storage is key to increasing clean energy into all parts of the day or night &amp; mitigating the scale of climate change http://t.co/wH9SppEKwZ,1
588786049628958720,Rep. Zoe Lofgren,RepZoeLofgren,Sometimes I think @HouseScience is the last place on earth where we question whether climate change is real #Irony http://t.co/95j8oFGtQN,-1
594704031395774464,Rep. John Delaney,RepJohnDelaney,"This week I filed legislation to combat climate change, grow the economy and help coal miners http://t.co/ux4CwXOFPi",1
600431185819475968,Sheldon Whitehouse,SenWhitehouse,"If you’re a senator who isn’t sure climate change is real, manmade and urgent, ask your home state university. #TimeToWakeUp #100Reasons",1
600744195922513920,Jerry Brown,JerryBrownGov,"RT @GovPressOffice: .@JerryBrownGov, international leaders form historic partnership to fight climate change: http://t.co/K01DXphlxM",1
609404892994637824,Governor Kate Brown,OregonGovBrown,Drought Emergencies declared in 19 counties. #OR must rise to the challenge that climate change brings #ORDrought http://t.co/8bPmgog577,-1
628274386685063169,Governor Dan Malloy,GovMalloyOffice,"DM: ""I commend @POTUS &amp; EPA Admin @GinaEPA for their ongoing commitment to address climate change &amp; for the #CleanPowerPlan released today""",1
582990526225326081,Brian Schatz,brianschatz,Today’s commitment to cut carbon pollution by 28% in the next decade is critical to our fight against climate change. #ActOnClimate,-1
606261147327688705,Rep. Ted Lieu,RepTedLieu,"""As @POTUS said to graduates at military academy, our greatest national security threat is climate change""- Rep. Lieu #ActOnClimate",1
613073380959498240,Sen Dianne Feinstein,SenFeinstein,Carbon dioxide emissions cut by 1 bil metric tons w/ new fuel economy standards. Key to confronting global warming. http://t.co/2dZeTPbmgp,1
589458344265527296,Rep. Ted Lieu,RepTedLieu,"I could not agree more @WhiteHouse: ""There’s no greater threat to our planet than climate change."" — President Obama http://t.co/Kq6unbAyvC",1
601038180276633600,Rep. Ted Lieu,RepTedLieu,I applaud @POTUS for wisely identifying climate change as an undeniable threat to USA national security http://t.co/cRKTjgCVVQ #ActOnClimate,1
606256363321368577,Rep. Ted Lieu,RepTedLieu,"""Three out of four Americans now know that climate change is something that hurts them personally"" - Liz Perera @sierraclub #ActOnClimate",-1
608293957089525761,Chris Van Hollen,ChrisVanHollen,G7 agreement is an important step in the fight for a strong global agreement on climate change. http://t.co/yHjKMejBmi #ActOnClimate,1
611528015982497792,Rep. Ted Lieu,RepTedLieu,"As a Catholic, a Member of Congress elected to #ActOnClimate, I am deeply inspired by @Pontifex @Pontifex_it leadership on climate change",1
619612850110222336,Dana Rohrabacher,DanaRohrabacher,"@kevinjcoleman7 don’t know how extensive, but it likely has more to do with pesticide and not global warming.",-1
628330550969954305,Sen. Al Franken,SenFranken,Sen. Franken says landmark #cleanpowerplan will help address growing threat of climate change. http://t.co/0lQLPzSnZy,1
588395078122635264,Brian Schatz,brianschatz,RT @YaleClimateComm: NEW: Comparison of each Senator’s vote on the #climate change @SenBrianSchatz amendment w. views of constituents http:…,1
590882677580029953,Rep. Frank Pallone,FrankPallone,"Today, #EarthDay2015, we celebrate the earth &amp; its resources, &amp; are reminded of the need to tackle climate change &amp; improve the environment",1
590991127630716928,Ron Wyden,RonWyden,Introduced two clean energy bills today to help fight against climate change on #EarthDay &amp; every day http://t.co/JTzOuTA9jK,1
600379284449034240,Senator Tom Carper,SenatorCarper,I stand with @SenWhitehouse this week during his 100th floor speech on climate change. It's #TimeToWakeUp and act. http://t.co/7l7S036DEY,1
625390972684402688,Brian Schatz,brianschatz,RT @danmericaCNN: New: Clinton will post her climate change platform to her website at 7p ET. Just announced it at today's Ames event.,1
625787921933668352,Rep. Frank Pallone,FrankPallone,Good @starledger editorial on climate change &amp; how deniers are outrageously out of touch. Time is now to take action. http://t.co/GUVX8R7lk3,1
583764182002233344,ChuckGrassley,ChuckGrassley,"Pella Corp Q&amp;A Issues: cong. gridlock, global warming, ExIm bank, Obamacare, Iran, IRS, veterans, Benghazi #99countymeetings",-1
590905115592237056,Governor Dan Malloy,GovMalloyOffice,DM: This council on climate change will ensure #CT remains a national leader in efforts to reduce carbon pollution. #EarthDay #ActOnClimate,1
601498691883671553,Rep. Ted Lieu,RepTedLieu,RT @WhiteHouse: Here's what military leaders are saying about the need to combat climate change: http://t.co/AtmPqUkfJ5 #ActOnClimate http:…,-1
606248549249073152,Rep. Ted Lieu,RepTedLieu,"""The detrimental effects of climate change will continue to escalate if we don't #actonclimate""-@RepCartwright @SEEC http://t.co/F7DyabfRlG",1
606257071789604864,Rep. Ted Lieu,RepTedLieu,"""Children, the elderly, minorities, and the poor are the ones suffering the most from the effects of climate change""-Liz Perera @sierraclub",-1
628289648687714304,Rep. Rick Larsen,RepRickLarsen,Washington state is a leader in fighting climate change. Read how the #CleanPowerPlan will boost clean energy in WA: http://t.co/IAOhfI0l1j,1
628958742168535045,Jerry Brown,JerryBrownGov,"My Q to @FoxNews #GOPDebate candidates: What is your plan to deal with the threat of climate change? http://t.co/AYvSO6wpyr
 #AskOnClimate",-1
585136191009239040,Denny Heck,RepDennyHeck,"1 million green jobs projected in  US, EU &amp; China if they stick to pledges to curb climate change http://t.co/RQDXKZAFeR",-1
585934671894056960,Raul M. Grijalva,RepRaulGrijalva,"RT @LCVoters: .@RepRaulGrijalva: climate change, assaults on bedrock enviro laws need to be addressed. #NRDemsRountable http://t.co/qcIM0Ff…",-1
590869934269452288,Governor John Carney,JohnCarneyDE,"My #EarthDay goals are to protect the DE Riv Basin, promote renewable engy &amp; combat climate change. RT w/ yours! http://t.co/SRELuGOGJM",1
606569246877835264,US Rep. Rick Nolan,USRepRickNolan,"Great mtg this AM w/ @SenSanders to talk income inequality, student debt &amp; climate change http://t.co/YA4YhVoYUk http://t.co/G6OVnqwcbS",-1
611555043599368193,Lloyd Doggett,RepLloydDoggett,Pope Francis called for us to combat global climate change. Time for action is long overdue. http://t.co/XTNc5xVJr6,-1
588828407301038080,John Garamendi,RepGaramendi,"RT @CaucusOnClimate: California is experiencing the impacts of climate change,  @RepGaramendi urges Congress to #ActOnClimate   https://t.c…",-1
591650218325737472,Niki Tsongas,nikiinthehouse,"RT @NPCA: Fantastic piece from @nikiinthehouse abt nat’l park funding, climate change, jobs, econ impact http://t.co/u1NlPoKbiT http://t.co…",1
592165680092446721,Dana Rohrabacher,DanaRohrabacher,"@tensiontest clearly, more CO2=global warming is hoax used 2 justify giving global gov control over our lives, a monstrous attack on freedom",1
606463272343244800,Suzanne Bonamici,RepBonamici,RT @LCVoters: .@RepBonamici: action on climate change leads to a significant return on investment.  #ActOnClimate,1
611539688487260160,Rep. Peter Welch,PeterWelch,Check out Peter’s Facebook to see video of his reaction to @Pontifex’s encyclical on climate change https://t.co/EWzYHNJB9h,-1
626483727594557440,Senator Ben Cardin,SenatorCardin,RT @CleanAirMoms: The good that comes with combating #climate change should unite us... -@SenatorCardin http://t.co/WlTr7NhwuB http://t.co/…,1
601382966326079490,Pete Sessions,PeteSessions,"Ramadi falls and the President focuses on the ""most serious threat"" facing our national security - climate change. http://t.co/NE6GRwlYoc",-1
606929812909891584,Rep. Jared Huffman,RepHuffman,It's #WorldEnvironmentDay: let's slow climate change by limiting the fossil fuels we burn - #SaveTheArctic #keepitintheground,-1
614581101261123584,Dana Rohrabacher,DanaRohrabacher,@kevinjcoleman7 so to be cool surfers should go along with bogus global warming PR campaign to justifying global gov controlling our lives?,1
616027673383600129,US Rep Brendan Boyle,RepBrendanBoyle,With @PennEnvironment @ town hall in Jenkintown on climate change http://t.co/Thv59eCu12,-1
628300581468274688,US Rep E.B.Johnson,RepEBJ,RT @SciCmteDems: Today @RepEBJ released a statement supporting @POTUS action on climate change #ActOnClimate #CleanPowerPlan http://t.co/77…,1
590964344332148736,Tom Udall,SenatorTomUdall,Happy #EarthDay! #NM &amp; Southwest are @ the bull's-eye of climate change — we need to protect our planet 4 future generations. #ActOnClimate,1
593813121925566464,Sen Dianne Feinstein,SenFeinstein,".@CountyOfSonoma is doing its part on climate change, honored by @EPA for its use of hybrid vehicles. http://t.co/V0FwKSj9vg",1
600422050457587713,Sheldon Whitehouse,SenWhitehouse,RT @Deese44: Must see #ActOnClimate TV coming up at 6:15 on @cspan: @SenWhitehouse's 100th floor speech on climate change https://t.co/TK9J…,1
622121280641351680,Rep. Frank Pallone,FrankPallone,Hosted a field forum w/ fellow @EnergyCommerce Dems on threats climate change poses to local communities http://t.co/bMNnDGyIOI #demccforum,-1
622905264073670656,Denny Heck,RepDennyHeck,"Co-responding effort of public &amp; private sector is “growth-engine of the future""  for fighting climate change http://t.co/POgzQP1YtF",-1
628307254983442432,James E. Clyburn,Clyburn,Today’s #CleanPowerPlan rule is the most significant step ever taken by the US to reduce carbon emissions causing harmful climate change.,-1
583698448731373568,Rep. Ted Lieu,RepTedLieu,We must #ActOnClimate. That's why I ran 4 Congress. My climate change bill is coming soon... http://t.co/7XDKWi7aCy @SEEC @CaucusOnClimate,-1
590878932301385729,Lloyd Doggett,RepLloydDoggett,Today is 45th anniversary of Earth Day. Much to be done to mitigate climate change #EarthDay2015 #ActOnClimate,-1
611231431679963136,Rep. Mark Pocan,repmarkpocan,RT @DaneVarese: U.S. Rep. Pocan: To U.S. Trade Rep. Froman: Does the TPP include climate change language or not? @repmarkpocan - http://t.c…,1
606847079701487616,Rep. Alan Lowenthal,RepLowenthal,"RT @CaucusOnClimate: ICYMI SCC chair @RepLowenthal's statement on @NOAANCEIclimate study showing no ""slowdown"" in global warming: http://t.…",-1
626827122833813505,Rep. Ted Lieu,RepTedLieu,.@DeptofDefense named climate change an immediate risk 2 national security We need the #CleanPowerPlan #actonclimate http://t.co/jR7Us74fDi,-1
590954259102957568,Rep. Ted Lieu,RepTedLieu,History books will say USA led on climate change or there will be no history books #ActOnClimate @SEEC More @thehill http://t.co/NMU1jLAl60,-1
600349036307185664,Martin Heinrich,MartinHeinrich,I commend @SenWhitehouse for highlighting why it’s #TimeToWakeUp &amp; #ActOnClimate. Tonight is his 100th speech on climate change. #100Reasons,1
617609037740417025,Dana Rohrabacher,DanaRohrabacher,@caerbannog666 claiming 97% scientists agree with man-made global warming theory undermines the credibility of any other argument U use,1
596410010130874368,Sheldon Whitehouse,SenWhitehouse,RT @myrwu: #RWU Professor among global team of researchers that released new climate change findings: http://t.co/SGhBht3Bys,1
611250467528683520,Brian Schatz,brianschatz,We can solve climate change. One way is through a carbon fee. It puts a fair price on carbon pollution &amp; gives revenues back to the people.,1
611589862442029056,Ron Wyden,RonWyden,Couldn’t agree more with @Pontifex: Inaction on climate change is not an option http://t.co/hAKh2QYrf6,1
613425733495582720,Senator Tom Carper,SenatorCarper,"RT @sierraclub: "" The choice between curbing climate change &amp; growing our economy is a false one."" - @SenatorCarper #ActOnClimate #CleanPow…",1
591870956001468416,Dana Rohrabacher,DanaRohrabacher,"@tensiontest not drought, nenviro-fascism destroying Cal jobs &amp; food. U claim global warming justifies even more gov Control over our lives.",-1
594334506552688640,Governor Kate Brown,OregonGovBrown,"Future generations will judge the morality &amp; leadership of our generation not by the fact of climate change, but how we responded to it. 2/2",1
590942091917811715,Suzanne Bonamici,RepBonamici,"Happy #EarthDay! The effects of climate change challenge OR’s economy, I spoke about protecting our natural resources http://t.co/nnRKZdzPu8",1
606195924860301314,Brian Schatz,brianschatz,The science is settled. The facts on climate change are clear. Time to debate solutions. Heading to the floor to do just that. #ActOnClimate,1
625469058356482048,Rep. Rick Larsen,RepRickLarsen,RT @AmyAHarder: Hillary Clinton previews her presidential plans to combat climate change http://t.co/Q9TyzXNCYA by @ColleenMNelson from cor…,-1
628274060330405888,Sen Dianne Feinstein,SenFeinstein,32% cut in carbon dioxide emissions from power plants by 2030—an achievable goal for confronting climate change. http://t.co/S7m7UDsmME,1
600422023819599872,Senator Tom Carper,SenatorCarper,.@SenWhitehouse is delivering his 100th floor speech on climate change. Let's join him in saying it's #TimeToWakeUp: http://t.co/5iXuChMFyt,1
601138514424688642,Rep. Ted Deutch,RepTedDeutch,Great piece on how our @BrowardCounty leaders refuse to ignore climate change http://t.co/7ZJHI8MsLF via @climateprogress @thinkprogress,-1
590884448289349632,David B. McKinley,RepMcKinley,"RT @AnthonyAdragna: .@RepMcKinley: ""Is it possible that this was cyclical and natural?"" referring to climate change.",1
613835455507890176,Rep. Susan Davis,RepSusanDavis,"For future generations we should address climate change. I opposed a bill to undermine that effort. #ActOnClimate
http://t.co/diyqvpysoS",-1
619254505192968192,Senator Jeff Merkley,SenJeffMerkley,TODAY: Cmte passed my bipartisan amendment to ensure USA leads efforts to tackle climate change #GCFund #ActOnClimate http://t.co/In4cKVsBHR,1
623933340685586432,D. Wasserman Schultz,RepDWStweets,Thrilled @FIU will be helping lead our nation's work on climate change with the @WhiteHouse! http://t.co/kzjmY1VhTg http://t.co/n0ojdKNXoK,1
628683121714528256,Senator Jeff Merkley,SenJeffMerkley,Historic announcement yesterday by @POTUS to #ActOnClimate—#CleanPowerPlan biggest step America has ever taken to combat climate change,-1
601430339156910080,David E. Price,RepDavidEPrice,It is time for @HouseGOP to acknowledge that climate change is real and join the fight for a healthier tomorrow! http://t.co/h26f4ePdCo,-1
605436196567826432,Sen Dianne Feinstein,SenFeinstein,Good read @NYTimes. Any step we can take to increase fuel efficiency is a step toward addressing climate change.   https://t.co/p8JQvcOzYu,1
609483125320740865,US Rep Kathy Castor,USRepKCastor,"RT @MitchEPerry: @USRepKCastor says GOP inclusion regarding climate change in trade bill was ""unconscionable""
http://t.co/dLT70cxRkk",-1
611589419770990593,US Rep Kathy Castor,USRepKCastor,TY @Pontifex for human race call to action. We can meet th critical moral &amp; scientific challenge of #climate change! https://t.co/tvLiRyy2Es,-1
612678034362122241,Amy Klobuchar,amyklobuchar,. @Pontifex's voice on climate change shakes up debate. It's our moral duty to protect planet for future generations http://t.co/CgadrjvDIY,1
621351275490185216,David B. McKinley,RepMcKinley,(2/2) Of course not! Author is so worried findings may upset 'climate change' apple cart he immediately renounces http://t.co/QlNik84NC0,-1
590893726463033345,Bobby L. Rush,RepBobbyRush,There is no greater threat to our planet than climate change. This #EarthDay we must #ActOnClimate.,1
593444684053221376,Earl Blumenauer,repblumenauer,"Japanese PM comes close to acknowledging comfort women but at least includes ""climate change"" as one of the problems both countries face.",-1
594195232692019200,Lloyd Doggett,RepLloydDoggett,I opposed GOP Energy and Water bill that cuts funding for clean energy at a critical time when climate change poses a threat to our security,-1
607939642583883777,Brian Schatz,brianschatz,Another positive step forward on the global fight against climate change. #ActOnClimate https://t.co/ozByzCydHM,1
626786661578489856,Mike Quigley,RepMikeQuigley,The @DeptofDefense named climate change an immediate risk to our national security. We need the #CleanPowerPlan. http://t.co/RlRkRuyNh0,-1
604048497076244480,Governor John Carney,JohnCarneyDE,REMINDER: Join me for my Facebook Q&amp;A tomorrow at 3:00 pm. I'll be answering questions on climate change LIVE! http://t.co/F678qmwwo4,1
599727048261816320,Dana Rohrabacher,DanaRohrabacher,"@strongriley DOD proclamation, like NASA, mandated by Prez Obama’s team. question not if there is climate change but if it is man made.",1
